@relation higgs

@attribute mll numeric
@attribute mjj numeric
@attribute met-phi_centrality numeric
@attribute mt numeric
@attribute DYjj numeric
@attribute sumMlj numeric
@attribute dphill numeric
@attribute contOLV numeric
@attribute ptTotal numeric
@attribute label {-1, 1}

@data
0.31294,0.15801,0.88373,0.22358,0.29635,0.15899,0.67469,0.45967,0.37844,-1
0.35081,0.14829,0.47026,0.45433,0.24797,0.18171,0.08859,0.83663,0.29736,-1
0.13852,0.08195,0.05686,0.2971,0.14226,0.12991,0.22989,0.35681,0.3598,-1
0.38337,0.13374,0.14415,0.35681,0.2923,0.22855,0.54087,0.35336,0.13501,-1
0.24131,0.09094,0.83666,0.18244,0.1516,0.19521,0.26517,0.49368,0.32376,-1
0.26193,0.25045,0.73234,0.19271,0.30065,0.24921,0.28355,0.29512,0.29607,-1
0.56509,0.0685,0.05047,0.45561,0.10045,0.12129,0.85114,0.49189,0.12805,-1
0.63501,0.2567,0.38193,0.45739,0.15197,0.23268,0.89268,0.25279,0.34766,-1
0.26775,0.06311,0.4888,0.29464,0.12749,0.14295,0.50459,0.56805,0.15592,-1
0.11094,0.21951,0.41451,0.37976,0.30113,0.17312,0.19591,0.12917,0.29199,-1
0.17794,0.1341,0.35542,0.17799,0.33577,0.14436,0.3378,0.15605,0.05824,-1
0.51244,0.155,0.9092,0.37492,0.34333,0.20566,0.88573,0.55691,0.55425,-1
0.17717,0.17332,0.41869,0.32887,0.30429,0.14331,0.03573,0.49666,0.14397,-1
0.26903,0.38254,0.70679,0.16825,0.62637,0.20265,0.52266,0.32655,0.1457,-1
0.2711,0.10697,0.67698,0.32062,0.08524,0.24182,0.26477,0.89917,0.11989,-1
0.20976,0.09532,0.05025,0.15334,0.26126,0.0888,0.97378,0.24301,0.19587,-1
0.06654,0.18868,0.68251,0.10794,0.29349,0.17511,0.18785,0.6614,0.21041,-1
0.35041,0.32947,0.7386,0.23908,0.35495,0.40289,0.20993,0.31658,0.16362,-1
0.32436,0.09953,0.20514,0.46791,0.32464,0.159,0.40287,0.36229,0.58878,-1
0.17657,0.18465,0.41715,0.25173,0.35356,0.22663,0.29252,0.62258,0.23813,-1
0.54219,0.14129,0.0645,0.49518,0.38856,0.20713,0.63737,0.2827,0.1316,-1
0.30486,0.15278,0.59238,0.19674,0.22394,0.21201,0.41457,0.27513,0.11281,-1
0.25897,0.19624,0.05448,0.3635,0.28473,0.15722,0.83855,0.41606,0.15939,-1
0.2321,0.25067,0.06214,0.27048,0.41855,0.22663,0.44782,0.62628,0.13837,-1
0.24236,0.20498,0.53756,0.26961,0.37972,0.21799,0.13008,0.404,0.12324,-1
0.25324,0.13085,0.05214,0.42187,0.32414,0.19198,0.43935,0.87435,0.20787,-1
0.09738,0.0931,0.66906,0.13036,0.09327,0.16088,0.18007,0.11852,0.42119,-1
0.32132,0.19742,0.11407,0.27643,0.44887,0.22662,0.52227,0.55096,0.30873,-1
0.2908,0.11845,0.39371,0.35917,0.29841,0.15823,0.46815,0.41063,0.38838,-1
0.269,0.28329,0.05023,0.16935,0.51564,0.17835,0.96661,0.30902,0.21392,-1
0.24322,0.17832,0.85355,0.18601,0.33841,0.17928,0.42373,0.45434,0.33578,-1
1.17386,0.11242,0.0499,0.7245,0.1757,0.21588,0.99509,0.75417,0.45046,-1
0.2749,0.09828,0.24626,0.58931,0.24959,0.20733,0.22445,0.47087,0.41841,-1
0.2857,0.29357,0.40218,0.29303,0.40004,0.22837,0.42896,0.27534,0.26785,-1
0.31525,0.27926,0.05023,0.18454,0.31071,0.18853,0.9567,0.24537,0.10242,-1
0.36504,0.07646,0.04985,0.33192,0.24977,0.11376,0.98176,0.41049,0.01814,-1
0.16494,0.15006,0.23824,0.44607,0.35188,0.16699,0.07925,0.31133,0.10508,-1
0.36492,0.38033,0.24512,0.44887,0.50621,0.2505,0.70321,0.13215,0.68628,-1
0.48354,0.13827,0.28463,0.41281,0.19558,0.15709,0.94254,0.20888,0.21556,-1
0.2176,0.08072,0.05059,0.34728,0.08553,0.13686,0.30838,0.10614,0.14609,-1
0.3026,0.32284,0.19665,0.29969,0.49175,0.27726,0.56691,0.36812,0.36189,-1
0.2226,0.09394,0.05875,0.21597,0.24071,0.13601,0.41785,0.65569,0.17542,-1
0.06385,0.1857,0.41493,0.29034,0.41723,0.14533,0.09202,0.3384,0.08297,-1
0.18907,0.07554,0.43857,0.22678,0.18222,0.08943,0.48316,0.20883,0.15607,-1
0.26209,0.31123,0.31751,0.41819,0.41941,0.27961,0.26231,0.47341,0.11111,-1
0.69266,0.05814,0.05269,0.44403,0.17134,0.13982,0.9619,0.57473,0.10702,-1
0.10684,0.10321,0.44153,0.39666,0.28712,0.13551,0.12608,0.30584,0.21815,-1
0.76235,0.33642,0.05941,0.5763,0.41223,0.33024,0.90526,0.45655,0.06052,-1
0.49728,0.11636,0.34897,0.43961,0.28953,0.1734,0.77582,0.37325,0.35681,-1
0.30014,0.17811,0.09618,0.31324,0.42204,0.19219,0.6118,0.21089,0.15806,-1
0.59078,0.27596,0.0689,0.5299,0.56255,0.23519,0.72648,0.49622,0.46109,-1
0.26104,0.08474,0.50001,0.32648,0.17702,0.18802,0.00042,0.65346,0.80338,-1
0.07811,0.0407,0.94365,0.04582,0.04895,0.12085,0.13028,0.61276,0.36547,-1
0.50874,0.14766,0.48771,0.46803,0.30722,0.22434,0.60918,0.53287,0.19012,-1
0.48054,0.11931,0.09,0.4391,0.20379,0.16111,0.81797,0.60719,0.27337,-1
0.67304,0.1075,0.10683,0.63803,0.19389,0.15851,0.69928,0.61877,0.22783,-1
0.27195,0.11036,0.08454,0.24964,0.0935,0.10464,0.88552,0.49519,0.24978,-1
0.27897,0.0908,0.05398,0.23498,0.13384,0.10171,0.85979,0.84862,0.24196,-1
0.4485,0.05348,0.05508,0.31685,0.21735,0.11673,0.54729,0.59595,0.18817,-1
0.17021,0.71783,0.64224,0.18734,0.66896,0.3177,0.34531,0.11841,0.37469,-1
0.18623,0.54022,0.47211,0.23721,0.5847,0.26298,0.05885,0.37934,0.09208,-1
0.20913,0.79808,0.56457,0.17391,0.6254,0.44877,0.1785,0.66455,0.31259,-1
0.19292,0.44394,0.12284,0.23488,0.62349,0.24378,0.22914,0.1918,0.36227,-1
0.17018,0.50447,0.70491,0.1569,0.49872,0.49697,0.1368,0.73737,0.22828,-1
0.14465,0.45649,0.59181,0.1765,0.47272,0.49434,0.07792,0.44849,0.1868,-1
0.18944,0.50476,0.58745,0.25003,0.55183,0.28751,0.22539,0.14781,0.30956,-1
0.24507,0.67823,0.67599,0.20576,0.59717,0.5669,0.42428,0.91221,0.36735,-1
0.10473,0.59124,0.61231,0.13137,0.58165,0.41044,0.15579,0.78463,0.15699,-1
0.70201,0.84025,0.08855,0.66131,0.56263,0.56536,0.36248,0.28774,0.30682,-1
0.25147,0.45164,0.07272,0.18503,0.63665,0.23422,0.93535,0.4006,0.2581,-1
0.39907,0.17975,0.05426,0.27302,0.2396,0.16905,0.72731,0.57181,0.29619,-1
0.05128,0.10119,0.34879,0.21484,0.33085,0.10995,0.09312,0.60912,0.13363,-1
0.3299,0.1057,0.87771,0.23721,0.20151,0.12128,0.89532,0.4788,0.37886,-1
0.38073,0.16576,0.05004,0.38712,0.30614,0.17021,0.91097,0.42048,0.30924,-1
0.56181,0.10001,0.05957,0.51741,0.24922,0.16585,0.65113,0.43618,0.08235,-1
0.3199,0.13892,0.09232,0.24566,0.37699,0.13491,0.68265,0.22093,0.04276,-1
0.18663,0.10941,0.8077,0.18109,0.29983,0.10742,0.5822,0.32004,0.28039,-1
0.25439,0.29256,0.80017,0.1581,0.54769,0.25009,0.75089,0.66909,0.28051,-1
0.44925,0.20017,0.06235,0.53756,0.15785,0.21046,0.78436,0.64307,0.22375,-1
0.36537,0.52886,0.1173,0.32342,0.46645,0.49162,0.35699,0.81139,0.13396,-1
0.33545,0.16069,0.47477,0.51357,0.43293,0.1953,0.01964,0.414,0.32549,-1
0.45309,0.28324,0.15377,0.39391,0.35977,0.24145,0.82436,0.1455,0.2155,-1
1.25111,0.55172,0.05192,0.89052,0.6096,0.5238,0.59058,0.45176,0.11214,-1
0.40348,0.3042,0.0687,0.51242,0.52619,0.23871,0.55184,0.14958,0.52338,-1
0.20951,0.16224,0.94144,0.16847,0.42105,0.14224,0.57717,0.49846,0.43799,-1
0.32093,0.11948,0.17739,0.34649,0.37016,0.16568,0.49502,0.41283,0.30273,-1
0.31538,0.05747,0.12797,0.42983,0.19951,0.11493,0.50923,0.63464,0.20266,-1
0.45442,0.03649,0.05338,0.47133,0.13328,0.09882,0.8587,0.50719,0.32049,-1
0.306,0.16865,0.3542,0.34154,0.36617,0.18391,0.33808,0.25472,0.09928,-1
0.61566,0.11308,0.05086,0.54444,0.34855,0.16644,0.92914,0.34479,0.15933,-1
0.30964,0.07346,0.06062,0.20639,0.284,0.09893,0.97623,0.39158,0.05396,-1
0.25168,0.13496,0.47554,0.31732,0.38333,0.13871,0.47031,0.40724,0.47353,-1
0.07983,0.01587,0.44039,0.33983,0.0381,0.10894,0.1287,0.61744,0.19845,-1
0.2951,0.26143,0.05832,0.24174,0.47065,0.17369,0.91442,0.30657,0.4055,-1
0.83394,0.20866,0.04987,0.52951,0.30729,0.2795,0.93815,0.32787,0.61414,-1
0.64113,0.14965,0.10863,0.49847,0.39774,0.19541,0.82803,0.16627,0.03809,-1
0.2971,0.10326,0.06979,0.2918,0.1868,0.12947,0.58432,0.17588,0.1357,-1
0.17438,0.09926,0.63253,0.22577,0.19991,0.096,0.54943,0.19522,0.44099,-1
0.7321,0.14906,0.22375,0.57614,0.33711,0.20877,0.79993,0.41221,0.25373,-1
0.1433,0.10271,0.35349,0.30508,0.32083,0.10706,0.21091,0.25875,0.29195,-1
1.49112,0.0996,0.04984,0.81177,0.26323,0.27073,0.99986,0.84947,0.13936,-1
0.36083,0.23297,0.16795,0.38886,0.52226,0.21839,0.4529,0.33466,0.41472,-1
0.07761,0.04378,0.41925,0.49141,0.13837,0.07821,0.06771,0.45758,0.31262,-1
0.30375,0.07619,0.0955,0.32832,0.26786,0.1464,0.51698,0.8092,0.08578,-1
0.67031,0.66106,0.0965,0.8099,0.54363,0.55292,0.66352,0.46421,0.33086,-1
0.32772,0.06821,0.85346,0.20333,0.25368,0.10047,0.83812,0.5822,0.0676,-1
0.55901,0.08105,0.06617,0.49265,0.21808,0.13571,0.81919,0.12888,0.1966,-1
0.09961,0.1026,0.44821,0.30372,0.26728,0.1338,0.12574,0.14937,0.42594,-1
0.22234,0.14847,0.91608,0.15856,0.37246,0.15797,0.50465,0.49199,0.618,-1
0.39265,0.04832,0.45373,0.41633,0.13024,0.19256,0.17342,0.89063,0.21725,-1
0.15355,0.11773,0.56673,0.24813,0.20397,0.18668,0.25535,0.25653,0.11599,-1
0.41062,0.06047,0.95002,0.24262,0.11101,0.09888,0.91773,0.49571,0.40601,-1
0.15161,0.07172,0.37476,0.18633,0.17351,0.08875,0.40767,0.18778,0.14124,-1
0.36795,0.09406,0.22161,0.27559,0.16333,0.13455,0.70382,0.55436,0.10553,-1
0.1787,0.16176,0.67009,0.11547,0.17473,0.20634,0.20417,0.3537,0.21315,-1
0.30366,0.18641,0.36109,0.24314,0.36901,0.19101,0.77263,0.7302,0.43345,-1
0.25489,0.09209,0.82454,0.13997,0.23021,0.17909,0.37259,0.28896,0.15496,-1
0.47859,0.77065,0.07155,0.55987,0.65834,0.8531,0.31295,0.40395,0.04326,-1
0.2689,0.13621,0.05026,0.3521,0.40561,0.15728,0.4689,0.46735,0.12872,-1
0.26371,0.17028,0.52593,0.30844,0.3299,0.14918,0.5906,0.40086,0.11051,-1
0.55998,0.07757,0.05967,0.41732,0.21812,0.13653,0.77392,0.46753,0.07365,-1
0.19777,0.18797,0.71549,0.22136,0.2766,0.17697,0.37285,0.18101,0.66606,-1
0.57128,0.21425,0.1801,0.346,0.36934,0.20036,0.78503,0.60357,0.26273,-1
0.29974,0.05078,0.74588,0.19204,0.10384,0.09929,0.59803,0.97096,0.26504,-1
0.50916,0.07151,0.04995,0.42977,0.14457,0.1308,0.68464,0.22306,0.05212,-1
0.34999,0.6586,0.23544,0.25454,0.68131,0.41628,0.85656,0.62895,0.10289,-1
0.07838,0.14198,0.70817,0.06873,0.13115,0.1458,0.15146,0.40372,0.2647,-1
0.2412,0.11805,0.05961,0.33116,0.1077,0.13209,0.66521,0.34487,0.24972,-1
0.27571,0.25315,0.22625,0.52703,0.20579,0.34269,0.22675,0.41831,0.16489,-1
0.34672,0.07794,0.9122,0.24585,0.27911,0.1066,0.70132,0.36496,0.59631,-1
0.14906,0.2371,0.26198,0.31018,0.37805,0.23654,0.32112,0.91098,0.34213,-1
0.38569,0.24493,0.60422,0.3352,0.36597,0.4555,0.4292,0.75008,0.41302,-1
0.36253,0.09259,0.08354,0.45038,0.18946,0.12804,0.57657,0.62094,0.15755,-1
0.4286,0.13451,0.51072,0.36096,0.32795,0.17395,0.10848,0.68156,0.72389,-1
0.26624,0.15007,0.80429,0.22179,0.13467,0.26777,0.19674,0.24214,0.75904,-1
0.3081,0.10171,0.076,0.23685,0.21427,0.12128,0.7928,0.52802,0.15836,-1
0.26216,0.02981,0.43067,0.22097,0.11145,0.0898,0.59844,0.57868,0.08123,-1
0.19521,0.03784,0.68466,0.15343,0.1124,0.15081,0.18962,0.56489,0.4021,-1
0.41991,0.1104,0.19375,0.46651,0.26559,0.17412,0.27066,0.77579,0.80313,-1
0.23307,0.15078,0.05488,0.29168,0.34212,0.12924,0.73171,0.75064,0.10328,-1
0.16418,0.31905,0.49874,0.35828,0.45411,0.20595,0.03847,0.30084,0.22204,-1
0.55696,0.08333,0.41374,0.45092,0.13519,0.14189,0.80577,0.6798,0.24867,-1
0.15944,0.08209,0.29664,0.39161,0.20318,0.11461,0.11089,0.40749,0.18145,-1
0.6373,0.19981,0.05001,0.46788,0.37232,0.20498,0.88855,0.40701,0.14232,-1
0.2355,0.20667,0.49993,0.24969,0.50895,0.15621,0.15006,0.3821,0.21994,-1
0.39,0.09088,0.1098,0.26371,0.22092,0.12945,0.82513,0.10495,0.21851,-1
0.19775,0.12038,0.45183,0.31032,0.30422,0.12707,0.37574,0.37199,0.42168,-1
1.28368,0.10374,0.05287,0.84519,0.15632,0.2612,0.87285,0.27487,0.14764,-1
0.23878,0.06912,0.32808,0.15374,0.24301,0.07432,0.79806,0.38921,0.15912,-1
0.30351,0.09765,0.51285,0.27128,0.20589,0.21205,0.29861,0.44639,0.42546,-1
1.05208,0.28269,0.05735,0.94794,0.37532,0.30311,0.93935,0.49827,0.30329,-1
0.60629,0.09937,0.44687,0.59094,0.17081,0.15708,0.95205,0.15481,0.34754,-1
0.26259,0.13506,0.06511,0.34067,0.23241,0.1446,0.45053,0.22572,0.22214,-1
0.16367,0.09453,0.42719,0.22721,0.17478,0.12168,0.18843,0.4828,0.42247,-1
0.39177,0.05471,0.35234,0.32617,0.16733,0.12792,0.57506,0.39884,0.12887,-1
0.3893,0.46,0.05705,0.39744,0.58835,0.35996,0.8807,0.72353,0.4117,-1
0.35938,0.48575,0.18616,0.43013,0.52475,0.42417,0.33881,0.52999,0.14739,-1
0.0758,0.04764,0.82784,0.06649,0.07505,0.1953,0.08102,0.54713,0.21845,-1
0.52099,0.0817,0.04985,0.57368,0.12638,0.15578,0.85454,0.23861,0.21563,-1
0.22988,0.28402,0.94991,0.14723,0.47991,0.19501,0.78353,0.51213,0.25015,-1
0.18909,0.13104,0.7021,0.1343,0.20734,0.22091,0.15064,0.44407,0.16881,-1
0.62537,0.09195,0.0499,0.49121,0.24724,0.14656,0.83683,0.39245,0.16969,-1
0.52815,0.10586,0.94396,0.29675,0.22298,0.14719,0.60931,0.68245,0.62858,-1
0.25817,0.20919,0.74678,0.22178,0.38463,0.1609,0.73919,0.28577,0.16403,-1
0.69309,0.28852,0.53583,0.73734,0.40946,0.36025,0.39919,0.48029,0.32176,-1
0.3809,0.08788,0.08222,0.35488,0.23909,0.1318,0.58057,0.52461,0.60829,-1
0.20781,0.27233,0.83195,0.15853,0.35673,0.22459,0.3421,0.22969,0.61028,-1
1.32757,0.19811,0.05062,0.88112,0.40979,0.29456,0.88956,0.30446,0.17085,-1
0.34834,0.06644,0.05072,0.23413,0.22155,0.09777,0.70259,0.4418,0.22568,-1
0.41987,0.06205,0.27725,0.31591,0.14497,0.13128,0.49742,0.61471,0.36045,-1
0.34069,0.20181,0.18371,0.41612,0.35958,0.19918,0.53426,0.29132,0.16345,-1
0.15222,0.12185,0.05044,0.16254,0.36219,0.10597,0.41561,0.22778,0.13728,-1
0.23779,0.04089,0.05396,0.38241,0.12514,0.06854,0.58321,0.22801,0.14469,-1
0.12486,0.13964,0.44856,0.33148,0.28945,0.21637,0.12931,0.36322,0.15545,-1
0.18343,0.06431,0.49989,0.25037,0.1386,0.20455,0.16438,0.4175,0.4167,-1
0.31731,0.20149,0.19188,0.43481,0.44299,0.29733,0.2291,0.53997,0.03107,-1
0.3274,0.09697,0.0891,0.36048,0.36006,0.1108,0.6277,0.32912,0.03116,-1
0.42323,0.0586,0.1223,0.4189,0.16949,0.13312,0.50684,0.41574,0.32351,-1
0.52911,0.07412,0.15974,0.65951,0.26689,0.18496,0.54479,0.36146,0.19248,-1
0.23379,0.13816,0.05119,0.27343,0.29946,0.1157,0.72538,0.30946,0.27685,-1
0.28391,0.12131,0.66201,0.15676,0.35441,0.12151,0.76925,0.21195,0.2981,-1
0.21787,0.13166,0.51174,0.21014,0.23251,0.27241,0.2416,0.68504,0.11832,-1
0.48542,0.07878,0.35006,0.41258,0.20423,0.14395,0.66197,0.49479,0.23625,-1
0.1589,0.11802,0.42212,0.29196,0.22506,0.11413,0.1456,0.44651,0.32525,-1
0.32026,0.03934,0.45593,0.44781,0.15754,0.0903,0.68559,0.34503,0.13571,-1
0.2346,0.10276,0.04995,0.39087,0.2926,0.11639,0.37039,0.52324,0.03572,-1
0.23121,0.15082,0.18142,0.24409,0.39038,0.14771,0.52633,0.41934,0.10316,-1
0.11324,0.09359,0.47443,0.3683,0.17144,0.16386,0.14798,0.01219,0.17,-1
0.08504,0.07867,0.19441,0.18931,0.13691,0.14267,0.16127,0.64302,0.32426,-1
0.55494,0.16393,0.31469,0.46555,0.34995,0.21481,0.64945,0.34378,0.13497,-1
0.13582,0.35532,0.53926,0.16944,0.41661,0.21417,0.19692,0.41634,0.32389,-1
0.09954,0.24521,0.40162,0.33941,0.26271,0.17143,0.21488,0.63675,0.33827,-1
0.2739,0.03279,0.08149,0.30832,0.08468,0.06557,0.78064,0.38383,0.35682,-1
0.24579,0.14235,0.76496,0.19985,0.26735,0.25903,0.34369,0.91339,0.19282,-1
0.26774,0.07326,0.58222,0.21964,0.21523,0.14903,0.47867,0.26846,0.29541,-1
0.35263,0.15791,0.88061,0.23301,0.39293,0.13817,0.84695,0.54253,0.45958,-1
0.19562,0.37859,0.57415,0.29978,0.06899,0.45859,0.09807,0.49197,0.31125,-1
0.21742,0.04239,0.46579,0.22661,0.11818,0.09762,0.3571,0.32725,0.2886,-1
0.31873,0.27952,0.11576,0.5148,0.31536,0.19328,0.79634,0.50771,0.27251,-1
0.19421,0.10863,0.55499,0.19474,0.20413,0.18435,0.31318,0.63378,0.10572,-1
0.79039,0.51159,0.05018,0.68687,0.55912,0.34904,0.67343,0.45201,0.37175,-1
0.13164,0.12615,0.2794,0.2388,0.16035,0.1742,0.24625,0.90582,0.37163,-1
0.26591,0.10533,0.04985,0.20103,0.21364,0.11287,0.8697,0.38749,0.41261,-1
0.30719,0.09731,0.39629,0.18515,0.12702,0.10791,0.96236,0.27489,0.48723,-1
0.06671,0.06564,0.51306,0.16753,0.10797,0.08495,0.17858,0.59811,0.32705,-1
0.18143,0.31647,0.05436,0.37646,0.31423,0.18511,0.41192,0.60324,0.56201,-1
0.9042,0.0444,0.05028,0.66946,0.12773,0.16177,0.93172,0.39156,0.1813,-1
0.13517,0.21583,0.36404,0.31485,0.32997,0.20943,0.06696,0.62465,0.25758,-1
0.15006,0.13168,0.49793,0.2616,0.1912,0.12155,0.001,0.54532,0.70877,-1
0.73941,0.60365,0.93735,0.38505,0.44913,0.56734,0.91723,0.82593,0.49844,-1
0.20036,0.07768,0.09933,0.32658,0.19279,0.09156,0.55324,0.13214,0.11012,-1
0.15941,0.04142,0.33936,0.29213,0.12703,0.10186,0.33666,0.53775,0.38009,-1
0.07265,0.22698,0.4116,0.22503,0.45968,0.20112,0.1129,0.63343,0.16769,-1
0.13756,0.2151,0.87405,0.08679,0.4201,0.19957,0.26584,0.44704,0.08208,-1
0.20603,0.07673,0.05431,0.33453,0.20413,0.10319,0.44936,0.48605,0.29562,-1
0.20722,0.25731,0.23818,0.53535,0.43383,0.43982,0.15342,0.90531,0.55245,-1
0.75705,0.08066,0.20854,1.05209,0.10247,0.17812,0.73889,0.38296,0.27893,-1
0.19955,0.01686,0.04989,0.34946,0.03581,0.04963,0.65334,0.11944,0.24592,-1
0.11335,0.08196,0.25937,0.32957,0.1278,0.13065,0.13024,0.57174,0.16435,-1
0.3816,0.15806,0.43745,0.5348,0.29568,0.22544,0.20622,0.46529,0.09295,-1
0.3185,0.06445,0.41127,0.40622,0.20955,0.12487,0.44434,0.49368,0.08012,-1
1.01357,0.51415,0.14693,0.83819,0.46419,0.44003,0.52842,0.45457,0.34519,-1
1.46646,0.28516,0.05043,0.84049,0.51067,0.3768,0.77361,0.56666,0.2765,-1
0.50202,0.28951,0.36639,0.35866,0.43185,0.25993,0.31928,0.49197,0.10754,-1
0.64734,0.22832,0.05103,0.39682,0.4313,0.24186,0.95813,0.51247,0.36104,-1
0.06464,0.13363,0.7852,0.04995,0.16245,0.15156,0.10062,0.34173,0.22294,-1
1.2006,0.11058,0.05207,0.89323,0.29879,0.23968,0.88173,0.60508,0.11667,-1
0.45901,0.19555,0.15096,0.41225,0.34825,0.17893,0.44436,0.57655,0.3535,-1
0.29961,0.11652,0.10215,0.32451,0.24871,0.13542,0.54018,0.22921,0.12899,-1
0.24378,0.18345,0.12582,0.24009,0.25417,0.15274,0.87158,0.63265,0.55036,-1
0.11281,0.13574,0.93437,0.08231,0.28113,0.18089,0.21471,0.58328,0.30958,-1
0.10758,0.06463,0.54267,0.13338,0.14498,0.12542,0.1983,0.27527,0.28039,-1
0.09781,0.04823,0.49736,0.26733,0.08857,0.14513,0.10096,0.51882,0.28083,-1
0.06881,0.14078,0.56058,0.04614,0.24312,0.17972,0.01592,0.80146,0.1626,-1
0.26757,0.11281,0.06936,0.46046,0.15986,0.12973,0.41359,0.57073,0.26006,-1
0.40749,0.14976,0.23575,0.31862,0.34942,0.22129,0.59439,0.3211,0.24486,-1
0.12238,0.05595,0.47131,0.23567,0.1889,0.11731,0.2197,0.97329,0.43959,-1
0.31371,0.06367,0.13846,0.36142,0.24051,0.16217,0.38361,0.21032,0.15733,-1
0.27613,0.07558,0.16608,0.24701,0.14632,0.13276,0.42417,0.59786,0.33869,-1
0.19695,0.11285,0.5125,0.11757,0.22094,0.15875,0.00871,0.46337,0.33569,-1
0.14911,0.10766,0.31961,0.17824,0.32949,0.15217,0.24862,0.37578,0.23673,-1
1.01216,0.35006,0.05049,0.60949,0.52139,0.34245,0.96,0.4387,0.27499,-1
0.19951,0.46413,0.22528,0.48451,0.65072,0.38868,0.23463,0.71998,0.17637,-1
0.47895,0.15068,0.05296,0.52018,0.3337,0.20589,0.60882,0.66628,0.29741,-1
0.56213,0.10036,0.0869,0.51099,0.18315,0.18083,0.57104,0.35364,0.14315,-1
0.38827,0.12275,0.07184,0.27385,0.30635,0.14478,0.69216,0.31873,0.26603,-1
0.32156,0.24186,0.5571,0.27358,0.41506,0.24384,0.48318,0.4796,0.43551,-1
0.12367,0.07982,0.43192,0.36873,0.18671,0.15423,0.12951,0.23749,0.27232,-1
0.21854,0.09676,0.58512,0.18858,0.06183,0.16521,0.34754,0.69281,0.08378,-1
0.34276,0.05941,0.07822,0.65908,0.23221,0.13016,0.53702,0.18348,0.73566,-1
0.16683,0.17467,0.2464,0.32418,0.23684,0.20335,0.30596,0.33062,2.74687,-1
0.31698,0.20871,0.05297,0.38566,0.49077,0.2092,0.18114,0.30733,0.47606,-1
0.18496,0.1277,0.39933,0.33206,0.21167,0.13081,0.03241,0.62977,0.2405,-1
0.27169,0.14372,0.18321,0.38099,0.31945,0.15245,0.34297,0.3939,0.19512,-1
0.10424,0.05454,0.43404,0.33898,0.11878,0.10189,0.08297,0.50792,0.22515,-1
0.42946,0.10257,0.21253,0.42904,0.20117,0.22665,0.27791,0.43173,0.77235,-1
0.15961,0.04521,0.05625,0.18382,0.19912,0.0813,0.44248,0.56339,0.49116,-1
0.30683,0.05353,0.05003,0.21782,0.11219,0.07574,0.98406,0.37729,0.07288,-1
0.49992,0.1028,0.05052,0.3288,0.38637,0.18428,0.96246,0.81228,0.39465,-1
0.21886,0.04114,0.78593,0.21904,0.10641,0.08483,0.65877,0.62709,0.44039,-1
0.43119,0.19255,0.04984,0.46879,0.35803,0.23457,0.79833,0.66005,0.24074,-1
0.0944,0.08256,0.48537,0.21518,0.21155,0.09391,0.01749,0.48877,0.08624,-1
0.31527,0.20488,0.18789,0.38761,0.3557,0.18636,0.35099,0.3018,0.15465,-1
1.016,0.18351,0.05017,0.67224,0.40566,0.26264,0.93482,0.15475,0.56448,-1
0.47301,0.08735,0.47037,0.49253,0.17583,0.17162,0.51719,0.63822,0.25454,-1
0.43492,0.32413,0.17091,0.33683,0.56111,0.3483,0.41777,0.56954,0.15924,-1
0.25884,0.24233,0.05591,0.22109,0.43934,0.16201,0.81963,0.25344,0.14565,-1
0.24357,0.11412,0.06807,0.17479,0.25974,0.13187,0.53099,0.17399,0.20063,-1
0.24697,0.41257,0.87272,0.16582,0.61225,0.37822,0.67461,0.87089,0.39047,-1
0.49501,0.1778,0.41467,0.49401,0.3937,0.27451,0.62486,0.71235,0.27924,-1
0.46285,0.37068,0.07588,0.38827,0.61263,0.4341,0.59838,0.6854,0.15443,-1
0.09973,0.07097,0.49733,0.34555,0.18892,0.0983,0.00336,0.46143,0.16713,-1
0.39412,0.13999,0.90034,0.2875,0.38992,0.17713,0.91837,0.50124,0.28395,-1
0.84711,0.18879,0.11035,0.67676,0.36253,0.29344,0.74948,0.72789,0.06583,-1
0.38191,0.09187,0.32312,0.55165,0.24948,0.14888,0.28927,0.65098,0.1163,-1
0.5003,0.04631,0.04991,0.46845,0.16304,0.11241,0.87611,0.649,0.13042,-1
0.40175,0.08539,0.0692,0.34071,0.18246,0.10755,0.8526,0.66465,0.09575,-1
0.15495,0.05697,0.42851,0.23086,0.21773,0.10781,0.32996,0.56235,0.08814,-1
0.38095,0.19636,0.92368,0.33271,0.48476,0.15755,0.91297,0.43317,0.33857,-1
0.22026,0.17456,0.53472,0.13316,0.2468,0.1269,0.7632,0.52388,0.34834,-1
0.11962,0.25523,0.45873,0.23911,0.47359,0.22887,0.11183,0.65345,0.29664,-1
0.60311,0.24336,0.94401,0.36205,0.50275,0.24281,0.81026,0.37637,0.43506,-1
0.45512,0.54851,0.0893,0.4048,0.70858,0.48256,0.75409,0.59286,0.35808,-1
0.28626,0.10506,0.06853,0.18958,0.38547,0.12083,0.8676,0.37224,0.25749,-1
0.35573,0.05819,0.61524,0.21188,0.12821,0.09925,0.76509,0.57166,0.10374,-1
0.1804,0.05465,0.26111,0.50046,0.19633,0.10857,0.15283,0.50464,0.31864,-1
0.40209,0.54458,0.33323,0.50618,0.5223,0.33661,0.1541,0.50217,0.27565,-1
0.40081,0.22739,0.15435,0.42434,0.22305,0.19586,0.74792,0.26731,0.52839,-1
0.52644,0.13052,0.06547,0.46023,0.28439,0.17016,0.80938,0.32173,0.23558,-1
