@relation higgs

@attribute mll numeric
@attribute mjj numeric
@attribute met-phi_centrality numeric
@attribute mt numeric
@attribute DYjj numeric
@attribute sumMlj numeric
@attribute dphill numeric
@attribute contOLV numeric
@attribute ptTotal numeric
@attribute label {-1, 1}

@data
0.09043,0.20856,0.50934,0.25539,0.32276,0.26034,0.04152,0.53502,0.34487,-1
0.1788,0.10422,0.1998,0.31216,0.37039,0.109,0.31429,0.54879,0.47303,-1
0.48274,0.23668,0.53212,0.26714,0.41172,0.35947,0.02511,0.3298,0.37987,-1
0.61188,0.16575,0.40968,0.37795,0.35524,0.23957,0.13389,0.69214,0.18073,-1
0.26158,0.11912,0.07625,0.24204,0.27109,0.12099,0.63099,0.45972,0.32878,-1
0.14776,0.15807,0.48897,0.22018,0.4231,0.13529,0.35891,0.19673,0.31585,-1
0.05999,0.13989,0.34682,0.43505,0.37623,0.16067,0.1065,0.66077,0.29936,-1
0.25139,0.70046,0.5471,0.30044,0.60885,0.38757,0.34318,0.17119,0.20821,-1
0.16412,0.12252,0.77359,0.17785,0.30836,0.15784,0.46977,0.7084,0.32924,-1
0.31019,0.15662,0.30694,0.28209,0.37165,0.15074,0.42063,0.39325,0.32823,-1
0.44411,0.07881,0.0537,0.41157,0.25423,0.11898,0.76117,0.36071,0.42649,-1
0.70148,0.30819,0.54124,0.51562,0.49231,0.28974,0.33059,0.55855,0.56642,-1
0.05056,0.54502,0.34849,0.38618,0.53137,0.22744,0.11247,0.40875,0.56027,-1
0.47871,0.08557,0.4256,0.57912,0.16669,0.20667,0.31991,0.73877,0.30422,-1
0.24422,0.10914,0.94202,0.1497,0.23641,0.13053,0.65234,0.85377,0.10279,-1
0.29888,0.08797,0.18247,0.22862,0.33431,0.11458,0.74352,0.51076,0.28959,-1
0.26303,0.30631,0.89929,0.17817,0.35493,0.21567,0.75814,0.64281,0.10315,-1
0.25214,0.13121,0.25759,0.34086,0.33356,0.18525,0.38753,0.56175,0.19259,-1
0.21447,0.55598,0.08331,0.29556,0.54743,0.25534,0.60925,0.27679,0.33534,-1
0.26901,0.43568,0.43694,0.44377,0.39256,0.44286,0.29617,0.77543,0.45623,-1
0.38107,0.11726,0.75907,0.28716,0.29138,0.15646,0.74044,0.41325,0.10758,-1
0.16848,0.0424,0.48944,0.20937,0.15435,0.15479,0.0479,0.42162,0.16215,-1
0.21808,0.22234,0.43859,0.40819,0.34145,0.16254,0.05771,0.49028,0.54443,-1
0.63223,0.28439,0.36552,0.46094,0.51224,0.2869,0.65263,0.24385,0.1976,-1
0.54128,0.61745,0.15319,0.49876,0.52177,0.36133,0.17806,0.45608,0.10362,-1
0.88046,0.0645,0.06046,0.66652,0.18919,0.15984,0.9336,0.45879,0.34911,-1
0.13764,0.06446,0.94841,0.0986,0.12285,0.10149,0.41719,0.7672,0.27741,-1
0.52113,0.87277,0.07728,0.40075,0.45949,0.41833,0.807,0.16755,0.32342,-1
0.73127,0.06471,0.05576,0.65059,0.18293,0.14087,0.90308,0.44202,0.04668,-1
0.26072,0.17016,0.82348,0.15801,0.44595,0.15136,0.81277,0.44611,0.0341,-1
0.23421,0.05232,0.94141,0.1753,0.11607,0.07842,0.80579,0.19392,0.74733,-1
0.68932,0.14355,0.92375,0.37235,0.36293,0.19923,0.91977,0.43763,0.5158,-1
0.46394,0.09509,0.27368,0.49178,0.26592,0.16627,0.51917,0.26081,0.35422,-1
0.64269,0.03579,0.0636,0.53345,0.08461,0.15936,0.80254,0.60989,0.13352,-1
0.71818,0.05203,0.07674,0.81307,0.11331,0.12354,0.82034,0.51613,0.21334,-1
0.47285,0.11549,0.05035,0.44935,0.27258,0.15792,0.69586,0.20087,0.31308,-1
0.17329,0.04185,0.29642,0.26768,0.09981,0.06959,0.40932,0.73961,0.21415,-1
0.28494,0.34019,0.42151,0.39027,0.27297,0.63089,0.05899,0.67156,0.86606,-1
0.48869,0.08935,0.0547,0.41576,0.22889,0.14318,0.88641,0.56076,0.13091,-1
0.12867,0.06483,0.40952,0.26689,0.24214,0.08195,0.42929,0.74969,0.26002,-1
0.3158,0.19148,0.70406,0.22132,0.16552,0.34335,0.0806,0.44568,0.3532,-1
0.29359,0.34102,0.61879,0.18813,0.51645,0.19199,0.66111,0.32673,0.10189,-1
0.26592,0.16545,0.72382,0.14465,0.27063,0.14406,0.74951,0.49235,0.13588,-1
0.52674,0.21397,0.04985,0.33607,0.50219,0.23018,0.64037,0.20296,0.03009,-1
0.63366,0.18716,0.05638,0.47172,0.37519,0.22785,0.68167,0.10426,0.26531,-1
0.46867,0.24705,0.04985,0.35252,0.45425,0.18705,0.96759,0.58808,0.30908,-1
0.28613,0.12566,0.06363,0.25454,0.34496,0.13452,0.81245,0.41701,0.22993,-1
0.33038,0.10576,0.14205,0.44498,0.26344,0.19633,0.30507,0.32231,0.52607,-1
0.06701,0.28961,0.49693,0.15838,0.25114,0.1874,0.14967,0.36587,0.69841,-1
0.1767,0.0486,0.60743,0.16493,0.03622,0.32475,0.0628,0.96415,0.3916,-1
0.28561,0.08461,0.23384,0.32131,0.2443,0.12869,0.4801,0.31328,0.0452,-1
0.23711,0.03045,0.89718,0.17797,0.13926,0.06786,0.80253,0.4181,0.32,-1
0.4961,0.08288,0.04985,0.50807,0.14953,0.17773,0.96184,0.86422,0.45851,-1
0.32769,0.05518,0.09095,0.47914,0.23451,0.09342,0.42364,0.28384,0.40584,-1
0.17034,0.07686,0.48714,0.24257,0.14538,0.1495,0.31136,0.31308,0.30927,-1
0.22313,0.28183,0.43143,0.31352,0.54954,0.18535,0.21683,0.29059,0.49475,-1
0.15086,0.07448,0.46066,0.31364,0.14318,0.12198,0.2557,0.35775,0.36153,-1
0.10886,0.19265,0.08548,0.2798,0.41862,0.1371,0.27609,0.0269,0.17391,-1
0.26315,0.04522,0.94973,0.18672,0.20536,0.07615,0.94896,0.36825,0.53311,-1
0.24142,0.08265,0.05496,0.33194,0.20003,0.09659,0.46168,0.53925,0.19673,-1
0.28123,0.23252,0.69714,0.19382,0.2126,0.25626,0.27385,0.37026,0.62143,-1
0.27634,0.15993,0.05966,0.20122,0.40605,0.13023,0.91441,0.18485,0.35901,-1
0.0995,0.21456,0.80271,0.07509,0.43857,0.18792,0.18241,0.05745,0.26473,-1
0.24376,0.14632,0.24198,0.28481,0.20411,0.17883,0.28485,0.42253,0.11339,-1
0.25616,0.13258,0.94943,0.21315,0.37979,0.13659,0.83942,0.58625,0.52202,-1
0.2795,0.08153,0.05044,0.24477,0.28879,0.10195,0.7318,0.2344,0.06474,-1
0.96685,0.20043,0.05015,0.5767,0.35254,0.2648,0.97828,0.61962,0.06377,-1
0.236,0.3167,0.7697,0.20284,0.52784,0.1935,0.78007,0.41045,0.0849,-1
0.29047,0.49467,0.3486,0.45077,0.26002,0.25697,0.74971,0.31793,0.31289,-1
0.22064,0.25268,0.26759,0.34927,0.18862,0.30434,0.23485,0.67903,0.40795,-1
0.26305,0.11263,0.13415,0.24579,0.32254,0.12229,0.68188,0.3725,0.42726,-1
0.52955,0.24886,0.05153,0.39679,0.40928,0.2169,0.9251,0.44109,0.16195,-1
0.9495,0.21949,0.09398,0.79044,0.40661,0.25699,0.8905,0.67512,0.48194,-1
0.65346,0.32048,0.8904,0.37857,0.40007,0.34959,0.73699,0.48402,0.23683,-1
0.36026,0.06342,0.15626,0.30117,0.21563,0.1344,0.54501,0.38885,0.05684,-1
0.50065,0.06739,0.40736,0.33172,0.23646,0.16559,0.61558,0.3528,0.20366,-1
0.35693,0.09836,0.10019,0.41274,0.2403,0.16874,0.33936,0.40402,0.15877,-1
0.29211,0.03403,0.91464,0.19633,0.10009,0.06983,0.87618,0.1491,0.4066,-1
0.12056,0.41271,0.42377,0.3569,0.3862,0.32535,0.05938,0.70808,0.27303,-1
0.33624,0.08718,0.30238,0.4921,0.03294,0.13218,0.424,0.64076,0.40455,-1
0.11825,0.0245,0.42486,0.36492,0.06325,0.09376,0.20643,0.78369,0.27891,-1
0.30231,0.11692,0.04996,0.2727,0.23162,0.12758,0.96797,0.19338,0.11205,-1
0.6788,0.13819,0.0547,0.42036,0.2743,0.25406,0.82381,0.30901,0.25241,-1
0.28026,0.18757,0.38245,0.48939,0.27743,0.20805,0.32099,0.2814,0.47049,-1
0.88354,0.13464,0.08795,0.82682,0.31716,0.3064,0.66817,0.50189,0.38988,-1
0.81388,0.21136,0.05524,0.79147,0.30594,0.31548,0.9458,0.60121,0.17312,-1
0.07897,0.05876,0.63062,0.07134,0.17807,0.11813,0.1041,0.20679,0.38468,-1
0.22433,0.2125,0.47416,0.36625,0.39722,0.19746,0.43116,0.46173,0.77822,-1
0.22056,0.35493,0.92885,0.12514,0.6102,0.19763,0.67748,0.16283,0.0448,-1
0.55082,0.09841,0.04986,0.61076,0.27076,0.15045,0.99615,0.57158,0.1996,-1
0.58115,0.08547,0.05172,0.5251,0.20986,0.14145,0.6709,0.53662,0.22098,-1
0.27375,0.06444,0.82716,0.22268,0.12014,0.10414,0.53052,0.43838,0.46898,-1
0.46775,0.04836,0.05024,0.4021,0.12356,0.09654,0.89461,0.41505,0.33898,-1
0.51231,0.08199,0.05281,0.43831,0.23183,0.1299,0.78131,0.43978,0.12354,-1
0.41309,0.22628,0.05738,0.28577,0.54606,0.23034,0.92287,0.43192,0.08572,-1
0.07578,0.10114,0.52859,0.06121,0.32032,0.13231,0.07123,0.72767,0.21539,-1
0.228,0.0693,0.44027,0.35741,0.22047,0.1635,0.27905,0.64419,0.03768,-1
0.31347,0.08752,0.15152,0.43907,0.25413,0.15725,0.36352,0.44481,0.23897,-1
0.38632,0.20088,0.36568,0.35319,0.32814,0.24372,0.43329,0.34706,0.19156,-1
0.35198,0.13921,0.04984,0.29252,0.26637,0.12106,0.99989,0.48271,0.10829,-1
0.1657,0.14358,0.24597,0.39179,0.33415,0.24129,0.18285,0.57868,0.37481,-1
0.64243,0.38306,0.40614,0.65539,0.4765,0.42539,0.01722,0.36195,0.49797,-1
0.20167,0.19108,0.48764,0.42114,0.07114,0.24903,0.19468,0.55947,0.14628,-1
0.21469,0.067,0.94003,0.12981,0.18404,0.16159,0.36793,0.57024,0.0581,-1
0.56089,0.08391,0.51962,0.51937,0.15683,0.14299,0.76688,0.13349,0.27057,-1
0.21162,0.05039,0.08786,0.24583,0.17052,0.11386,0.17858,0.72221,0.25475,-1
0.24119,0.04365,0.90321,0.15964,0.06792,0.07951,0.82115,0.1928,0.15334,-1
0.27456,0.15787,0.04997,0.22699,0.28072,0.12622,0.99088,0.34941,0.292,-1
0.44179,0.10768,0.13597,0.38931,0.26583,0.14279,0.89964,0.47524,0.35835,-1
0.15764,0.12052,0.39075,0.72344,0.28942,0.20369,0.07919,0.64217,0.17677,-1
0.20945,0.20968,0.48446,0.36623,0.38692,0.2903,0.20379,0.79122,0.17528,-1
0.16097,0.11226,0.48618,0.38583,0.21025,0.17196,0.08085,0.40428,0.33992,-1
0.48175,0.45601,0.52925,0.41682,0.3774,0.41647,0.09854,0.50466,0.19817,-1
