@relation higgs

@attribute mll numeric
@attribute mjj numeric
@attribute met-phi_centrality numeric
@attribute mt numeric
@attribute DYjj numeric
@attribute sumMlj numeric
@attribute dphill numeric
@attribute contOLV numeric
@attribute ptTotal numeric
@attribute label {-1, 1}

@data
0.10424,0.86475,0.44447,0.31629,0.54873,0.32674,0.08627,0.24161,0.03561,-1
0.25209,0.21569,0.41525,0.31319,0.35336,0.22818,0.33476,0.36771,0.05337,-1
0.25821,0.3461,0.3212,0.26552,0.5822,0.19038,0.3896,0.32565,0.05416,-1
0.11505,0.72565,0.55387,0.2432,0.6564,0.34312,0.18344,0.03866,0.09369,-1
0.15533,1.23424,0.50339,0.22544,0.65198,0.5245,0.00403,0.26155,0.13664,-1
0.25958,0.4752,0.46967,0.32066,0.49507,0.36257,0.11315,0.24726,0.44638,-1
0.19168,0.28897,0.36582,0.31272,0.39064,0.22299,0.18618,0.24706,0.40513,-1
0.08364,0.52604,0.51315,0.27836,0.51932,0.32058,0.09943,0.17088,0.28562,-1
0.1259,0.2248,0.50674,0.37814,0.25228,0.31017,0.15484,0.90976,0.4781,-1
0.13776,0.16388,0.43226,0.22767,0.44495,0.17545,0.17862,0.22844,0.22564,-1
0.22623,0.27332,0.65194,0.2304,0.45025,0.23415,0.41079,0.49311,0.42627,-1
0.07961,0.52856,0.14554,0.26975,0.55136,0.27579,0.12741,0.06357,0.28364,-1
0.36593,0.1488,0.06861,0.24757,0.38125,0.22368,0.40637,0.18109,0.19167,-1
0.16517,0.19496,0.15082,0.32223,0.31757,0.17989,0.23952,0.16869,0.23578,-1
0.10677,1.99988,0.54903,0.14209,0.78171,0.74723,0.03096,0.40723,0.26914,-1
0.05012,0.44295,0.52667,0.22942,0.50874,0.25518,0.0963,0.37524,0.20438,-1
0.08742,1.09828,0.0606,0.29386,0.67333,0.3965,0.19674,0.37509,0.06109,-1
0.10532,0.60896,0.56126,0.19583,0.57784,0.40448,0.25481,0.7285,0.23599,-1
0.15419,0.42542,0.47978,0.28959,0.6449,0.25833,0.07012,0.39785,0.20477,-1
0.24661,0.50621,0.91633,0.14056,0.62475,0.34132,0.31897,0.39116,0.3457,-1
0.211,0.30568,0.57387,0.29153,0.44708,0.19614,0.44977,0.25725,0.26288,-1
0.10727,0.25615,0.41648,0.32715,0.44114,0.24069,0.15172,0.1152,0.3053,-1
0.2496,0.14284,0.50396,0.24714,0.24814,0.23476,0.2631,0.35623,0.30515,-1
0.25924,0.18088,0.11128,0.29908,0.32765,0.16404,0.62041,0.61623,0.12402,-1
0.21295,0.10991,0.56596,0.19987,0.22832,0.21215,0.12069,0.27353,0.308,-1
0.16093,0.34674,0.45565,0.26798,0.4632,0.32087,0.11288,0.54408,0.18005,-1
0.08133,0.3943,0.11772,0.28395,0.58187,0.29911,0.17428,0.70198,0.21295,-1
0.13309,0.21138,0.51242,0.31288,0.34031,0.25991,0.10264,0.75543,0.62402,-1
0.13382,0.58617,0.67903,0.1504,0.55528,0.38007,0.18388,0.59309,0.12036,-1
0.13708,1.01153,0.78964,0.18843,0.59759,0.38953,0.39057,0.45922,0.0842,-1
0.12595,0.30415,0.54299,0.12614,0.37744,0.21512,0.05184,0.46901,0.30842,-1
0.09658,0.46279,0.85958,0.09357,0.48109,0.24646,0.21185,0.37444,0.24808,-1
0.17187,0.6387,0.06324,0.20899,0.6545,0.34051,0.46617,0.5881,0.14523,-1
0.15318,0.13316,0.05056,0.27975,0.26432,0.12161,0.37886,0.24448,0.06853,-1
0.25898,0.53197,0.79911,0.15565,0.58996,0.31855,0.44666,0.40979,0.2625,-1
0.1509,0.37646,0.47423,0.22592,0.39228,0.33531,0.18024,0.58331,0.4132,-1
0.18666,0.73154,0.35294,0.24457,0.59351,0.68039,0.10123,0.66997,0.14633,-1
0.34609,0.57325,0.53379,0.27424,0.58364,0.51806,0.30181,0.61038,0.24688,-1
0.16738,1.18865,0.56583,0.16647,0.60274,0.45212,0.12983,0.14333,0.42416,-1
0.22023,0.40465,0.87072,0.12831,0.45063,0.25738,0.39071,0.16525,0.18518,-1
0.22892,0.81872,0.59906,0.15437,0.7368,0.46865,0.08536,0.30888,0.42668,-1
0.1675,0.89534,0.53566,0.26641,0.68724,0.5198,0.13754,0.56919,0.27501,-1
0.12522,0.31056,0.57737,0.22661,0.40909,0.17815,0.36403,0.04259,0.29044,-1
0.06081,0.13233,0.63761,0.09705,0.32157,0.15109,0.11454,0.17255,0.19838,-1
0.11324,0.3353,0.53867,0.22727,0.42471,0.23182,0.11023,0.15007,0.26451,-1
0.1508,1.13774,0.9125,0.09177,0.67912,0.55919,0.13198,0.11109,0.0569,-1
0.14653,0.77933,0.20615,0.24452,0.71938,0.54765,0.20866,0.7067,0.10814,-1
0.2017,0.59619,0.59723,0.17374,0.52185,0.43392,0.16387,0.16725,0.30957,-1
0.05535,0.34311,0.47688,0.24667,0.56353,0.21586,0.02888,0.46712,0.17151,-1
0.20752,0.12604,0.52916,0.29976,0.24977,0.20843,0.13427,0.36038,0.15052,-1
0.18191,0.90978,0.78288,0.12617,0.59694,0.39926,0.07423,0.17669,0.28088,-1
0.09127,0.79785,0.72013,0.11795,0.52366,0.31577,0.16696,0.4543,0.12098,-1
0.06287,0.34805,0.53238,0.09731,0.56292,0.22847,0.10541,0.1675,0.15551,-1
0.17595,0.42689,0.1049,0.21865,0.612,0.25375,0.41673,0.51317,0.20431,-1
0.10109,0.29294,0.07743,0.23199,0.47104,0.20814,0.19327,0.19994,0.18869,-1
0.2127,0.38117,0.46539,0.44128,0.5023,0.35945,0.09246,0.33739,0.46812,-1
0.19229,0.44906,0.57255,0.23525,0.46098,0.28635,0.20253,0.21715,0.21039,-1
0.11264,0.53914,0.57779,0.09607,0.58686,0.28838,0.07533,0.11493,0.06873,-1
0.1604,0.53365,0.55986,0.27764,0.53269,0.43845,0.15807,0.1888,0.23231,-1
0.1632,0.44255,0.62987,0.20727,0.46424,0.29326,0.26366,0.36823,0.49644,-1
0.21101,1.39824,0.73506,0.21406,0.6892,0.75648,0.31664,0.57327,0.41829,-1
0.22712,0.24704,0.16798,0.28171,0.45119,0.15051,0.83896,0.20127,0.23188,-1
0.19778,0.24425,0.14182,0.23753,0.52565,0.16437,0.60646,0.49418,0.12357,-1
0.22108,0.2279,0.51294,0.2539,0.31256,0.2967,0.04985,0.26338,0.4298,-1
0.14258,0.33694,0.59092,0.22868,0.44289,0.3891,0.13165,0.23366,0.05897,-1
0.19658,0.29148,0.68204,0.17499,0.49392,0.29734,0.29111,0.46245,0.26763,-1
0.22196,0.10672,0.20479,0.22832,0.29498,0.12544,0.37198,0.23718,0.06422,-1
0.25243,0.2935,0.576,0.28351,0.50871,0.23714,0.39949,0.11372,0.08095,-1
0.29201,0.37196,0.89457,0.21257,0.50093,0.27326,0.40911,0.30997,0.7531,-1
0.23598,0.28358,0.46543,0.23384,0.41702,0.2322,0.65958,0.62195,0.1896,-1
0.23905,0.31868,0.46976,0.29608,0.4094,0.31369,0.29959,0.54392,0.13248,-1
0.17464,0.51247,0.05747,0.22842,0.53153,0.21083,0.61769,0.34106,0.09733,-1
0.17683,0.55048,0.52258,0.19813,0.56551,0.3271,0.07675,0.17627,0.22028,-1
0.11905,0.89667,0.5754,0.14259,0.64782,0.46452,0.18338,0.16751,0.19329,-1
0.11525,0.26771,0.48167,0.31091,0.42271,0.22329,0.03663,0.50989,0.02056,-1
0.22616,0.97866,0.73116,0.22419,0.60429,0.51838,0.28331,0.42359,0.07313,-1
0.17674,0.21633,0.27132,0.25943,0.27995,0.26227,0.19646,0.11968,0.18198,-1
0.17802,0.36173,0.60744,0.26841,0.42201,0.30357,0.21942,0.42148,0.13144,-1
0.10299,0.27446,0.53687,0.23688,0.39263,0.19466,0.24484,0.38662,0.06215,-1
0.19609,0.22773,0.52964,0.23885,0.33088,0.31442,0.06634,0.5229,0.05836,-1
0.14768,1.02494,0.47296,0.34626,0.55597,0.37314,0.26559,0.08668,0.3158,-1
0.35662,0.38343,0.44486,0.21615,0.45257,0.35249,0.1446,0.40287,0.07482,-1
0.12225,0.14122,0.69077,0.1009,0.42695,0.13485,0.27606,0.1054,0.1931,-1
0.06624,0.19418,0.4485,0.26579,0.45615,0.18739,0.11047,0.20014,0.10897,-1
0.32848,0.34798,0.69169,0.19198,0.40679,0.4211,0.0867,0.58641,0.30138,-1
0.16236,0.40163,0.52949,0.23663,0.41169,0.30401,0.13757,0.17008,0.31591,-1
0.15201,0.21041,0.5195,0.16009,0.29311,0.22786,0.27341,0.67065,0.40963,-1
0.24065,1.4955,0.5118,0.21278,0.56475,0.79958,0.01315,0.27211,0.42533,-1
0.23674,0.47718,0.94882,0.17587,0.64842,0.22105,0.69668,0.06419,0.57632,-1
0.17566,0.50466,0.05858,0.29483,0.58565,0.25954,0.28379,0.32383,0.0517,-1
0.23575,0.20833,0.16198,0.26152,0.46341,0.17909,0.50089,0.43948,0.41754,-1
0.25545,1.26692,0.64871,0.22813,0.7613,0.47141,0.33816,0.11274,0.15374,-1
0.29177,0.51768,0.45208,0.35415,0.49809,0.35716,0.03206,0.26286,0.20244,-1
0.2265,0.56598,0.56919,0.16793,0.54241,0.35398,0.24776,0.62135,0.25008,-1
0.17982,0.27395,0.42308,0.26313,0.49392,0.26497,0.30538,0.74083,0.22703,-1
0.15198,0.86176,0.13623,0.21776,0.62929,0.36901,0.27223,0.14614,0.33969,-1
0.1805,0.1044,0.19357,0.25172,0.32287,0.15487,0.19437,0.22473,0.10245,-1
0.16483,0.16786,0.578,0.10619,0.27862,0.20521,0.0802,0.65135,0.23776,-1
0.07717,0.10651,0.49345,0.29912,0.29868,0.16252,0.07297,0.20306,0.06631,-1
0.10608,1.25857,0.46585,0.26856,0.72389,0.42577,0.06483,0.30675,0.12188,-1
0.22256,0.76849,0.50898,0.36477,0.60115,0.42234,0.10498,0.1475,0.27807,-1
0.23419,0.42484,0.29071,0.25141,0.47466,0.32091,0.24756,0.12544,0.21792,-1
0.24512,0.87303,0.55983,0.30418,0.57781,0.66922,0.15414,0.62748,0.22657,-1
0.17181,0.2961,0.61211,0.21714,0.39873,0.31117,0.11082,0.36522,0.25679,-1
0.07577,0.49985,0.43285,0.24901,0.56363,0.24708,0.10237,0.14135,0.13397,-1
0.08335,0.44268,0.60801,0.13987,0.4761,0.28116,0.10457,0.69033,0.4739,-1
0.112,0.94195,0.89951,0.07133,0.53529,0.51925,0.12394,0.16153,0.18929,-1
0.14635,0.40367,0.33071,0.30555,0.63502,0.25947,0.27615,0.38742,0.01999,-1
0.14627,0.14524,0.16114,0.28439,0.36461,0.22478,0.15337,0.70554,0.10768,-1
0.10842,0.20091,0.52506,0.28829,0.3424,0.31084,0.14918,0.76491,0.35077,-1
0.19138,0.25725,0.06861,0.27505,0.50876,0.20156,0.55607,0.55755,0.22181,-1
0.30103,0.25228,0.0736,0.31138,0.49648,0.18511,0.55352,0.3565,0.15152,-1
0.0696,0.48648,0.53969,0.10597,0.65678,0.28277,0.0916,0.09342,0.14561,-1
0.2674,0.36902,0.56552,0.22098,0.4607,0.23572,0.43965,0.20234,0.08639,-1
0.22728,0.81535,0.80976,0.14528,0.52637,0.39603,0.31994,0.28885,0.2175,-1
0.14742,0.82411,0.30842,0.24874,0.62533,0.28644,0.26412,0.39314,0.4068,-1
0.06144,1.25694,0.55999,0.13899,0.74836,0.45603,0.10015,0.10981,0.13668,-1
0.14849,0.26285,0.48605,0.27353,0.45404,0.17592,0.15107,0.24792,0.10304,-1
0.06625,0.16361,0.37409,0.2519,0.31818,0.14595,0.0565,0.28104,0.16606,-1
0.25107,0.3042,0.14857,0.29052,0.23516,0.21541,0.45937,0.13212,0.20555,-1
0.11361,0.36828,0.14284,0.22482,0.479,0.22262,0.21913,0.18865,0.25676,-1
0.21834,0.54887,0.51803,0.28864,0.55911,0.32648,0.32392,0.34624,0.02877,-1
0.34342,0.14121,0.18305,0.26603,0.21588,0.17696,0.69401,0.47107,0.41023,-1
0.23205,0.52715,0.36307,0.19315,0.60996,0.40238,0.07324,0.26632,0.53322,-1
0.17231,0.19663,0.46216,0.24047,0.23277,0.16623,0.3478,0.75809,0.20305,-1
0.08655,0.47938,0.496,0.09884,0.5309,0.27502,0.03667,0.43716,0.34169,-1
0.13779,0.48478,0.39613,0.28239,0.55961,0.26739,0.26124,0.22586,0.27107,-1
0.18685,1.20827,0.64441,0.1314,0.69099,0.5619,0.09971,0.10157,0.14471,-1
0.13597,0.75912,0.51235,0.30464,0.53161,0.59363,0.09683,0.43689,0.13069,-1
0.16621,0.56917,0.71874,0.15061,0.61879,0.31599,0.26287,0.06573,0.34049,-1
0.11997,0.44279,0.48606,0.38246,0.49403,0.28614,0.05397,0.43607,0.40665,-1
0.21821,0.16036,0.61995,0.24123,0.30999,0.22236,0.23328,0.2544,0.04353,-1
0.1754,0.88253,0.63298,0.28454,0.41235,0.47059,0.12102,0.51946,0.32825,-1
0.06489,0.13383,0.46146,0.24063,0.15034,0.19623,0.1003,0.6948,0.32962,-1
0.13866,1.10309,0.70899,0.11233,0.72106,0.45645,0.19483,0.09913,0.23636,-1
0.10594,0.12782,0.86377,0.05916,0.33978,0.16584,0.17019,0.09816,0.15926,-1
0.09874,0.61924,0.53343,0.21842,0.56541,0.37872,0.10538,0.30088,0.0961,-1
0.19624,0.77894,0.51944,0.29191,0.68198,0.38332,0.26044,0.2079,0.02746,-1
0.13544,0.2542,0.25418,0.24591,0.49948,0.19506,0.21672,0.07506,0.11486,-1
0.30446,0.28778,0.29517,0.32069,0.35231,0.18693,0.53409,0.48596,0.09313,-1
0.09147,0.38947,0.50962,0.21639,0.52912,0.22876,0.16089,0.09192,0.61105,-1
0.27638,0.48865,0.22674,0.2227,0.62946,0.29978,0.70678,0.43663,0.29782,-1
0.25765,0.59923,0.05319,0.41852,0.62582,0.31033,0.40069,0.25411,0.65928,-1
0.21263,0.8375,0.085,0.26463,0.78221,0.34938,0.21078,0.15368,0.05495,-1
0.11862,0.18955,0.49137,0.31496,0.3357,0.24907,0.17696,0.62865,0.04522,-1
0.09135,0.60001,0.62392,0.09216,0.57853,0.28448,0.10531,0.09334,0.3114,-1
0.18339,0.21727,0.55324,0.27757,0.34224,0.26329,0.13703,0.58655,0.18528,-1
0.24273,0.55115,0.9501,0.14798,0.53696,0.44806,0.0101,0.47791,0.17502,-1
0.16014,0.84366,0.45712,0.2855,0.60717,0.37353,0.1578,0.37147,0.12507,-1
0.12989,0.71043,0.09576,0.2312,0.58345,0.32849,0.11221,0.12383,0.14581,-1
0.1291,0.33097,0.44229,0.26176,0.52692,0.33396,0.18631,0.8217,0.08428,-1
0.16457,0.36827,0.51227,0.23871,0.45517,0.25727,0.21472,0.34457,0.26926,-1
0.16691,0.24255,0.05064,0.27448,0.5057,0.19397,0.30625,0.3824,0.18529,-1
0.05105,0.28848,0.43053,0.20229,0.53181,0.2065,0.12101,0.47119,0.03375,-1
0.26864,0.23438,0.43507,0.27776,0.437,0.2188,0.14138,0.37028,0.00674,-1
0.30523,0.35947,0.05536,0.31519,0.55291,0.28454,0.70883,0.74719,0.11359,-1
0.10826,0.30775,0.47745,0.17904,0.52631,0.25256,0.17941,0.47788,0.61217,-1
0.16841,0.33841,0.16258,0.26777,0.41379,0.29928,0.17198,0.40796,0.29517,-1
0.09229,0.20969,0.49093,0.29593,0.37262,0.22638,0.0528,0.81251,0.50611,-1
0.15245,0.16911,0.49433,0.33958,0.33876,0.17473,0.0116,0.58354,0.33837,-1
0.33712,0.60395,0.49891,0.30558,0.56414,0.40918,0.00919,0.22831,0.00423,-1
0.11358,0.56531,0.30984,0.28595,0.67944,0.56371,0.18899,0.82576,0.11395,-1
0.09762,0.44059,0.50276,0.31479,0.46361,0.33477,0.0149,0.2348,0.19063,-1
0.078,0.59546,0.17993,0.26829,0.56913,0.23932,0.2087,0.22198,0.18796,-1
0.22914,0.1943,0.11394,0.37191,0.39418,0.16981,0.35063,0.2473,0.29242,-1
0.19949,0.23451,0.47961,0.2766,0.36324,0.16886,0.5538,0.2962,0.0908,-1
0.16281,0.5379,0.55328,0.28853,0.3953,0.63556,0.06879,0.60855,0.39484,-1
0.25118,0.30695,0.81674,0.13446,0.49225,0.27986,0.15687,0.34458,0.1819,-1
0.23441,0.24679,0.4921,0.26017,0.36661,0.24456,0.26207,0.28474,0.38692,-1
0.15083,0.76497,0.69991,0.0923,0.49993,0.5816,0.05711,0.22092,0.10245,-1
0.2308,0.25648,0.15525,0.21978,0.48923,0.20846,0.52745,0.41328,0.3082,-1
0.1616,0.66866,0.70004,0.14166,0.65106,0.26042,0.41422,0.09452,0.18536,-1
0.20575,0.89321,0.56036,0.20702,0.75093,0.4549,0.25736,0.5795,0.26324,-1
0.28103,0.4626,0.51052,0.1609,0.47857,0.35241,0.02243,0.26148,0.32517,-1
0.32672,0.25395,0.05602,0.27781,0.50632,0.20895,0.82495,0.34797,0.26397,-1
0.15107,0.23939,0.56261,0.12781,0.37978,0.25809,0.06247,0.39321,0.09369,-1
0.11127,0.15426,0.69553,0.07236,0.41171,0.14365,0.02149,0.23633,0.27662,-1
0.30191,0.91097,0.61748,0.31402,0.62608,0.44978,0.38089,0.17055,0.2902,-1
0.12188,0.70764,0.44171,0.35294,0.61737,0.38327,0.08059,0.29532,0.50436,-1
0.13121,0.63996,0.61593,0.20311,0.54273,0.35725,0.19044,0.32535,0.40342,-1
0.28828,0.33775,0.51686,0.24963,0.41673,0.21678,0.61776,0.14378,0.28211,-1
0.31811,0.90067,0.05215,0.28836,0.68806,0.38696,0.95742,0.36252,0.22795,-1
0.2563,0.22057,0.30197,0.27933,0.36923,0.16603,0.40755,0.3904,0.12849,-1
0.30429,0.62722,0.06566,0.30428,0.71358,0.33183,0.94905,0.36008,0.07949,-1
0.24608,1.11278,0.10828,0.21356,0.80258,0.39262,0.43591,0.08681,0.34343,-1
0.05683,0.28355,0.73201,0.06403,0.41142,0.21216,0.10186,0.10542,0.24338,-1
0.25551,0.66447,0.18446,0.24281,0.71604,0.34431,0.43131,0.06508,0.12354,-1
0.37809,1.0947,0.05017,0.29315,0.77228,0.52551,0.55159,0.35408,0.11959,-1
0.21343,0.89482,0.23718,0.55882,0.64099,0.65088,0.21903,0.77376,0.61385,-1
0.14978,0.49035,0.40383,0.22099,0.63939,0.27404,0.26811,0.31699,0.11963,-1
0.17285,0.59014,0.63909,0.16544,0.41301,0.56096,0.09931,0.03424,0.31237,-1
0.26313,0.66633,0.55698,0.28839,0.65043,0.33345,0.41361,0.06907,0.48863,-1
0.27834,0.369,0.36913,0.31381,0.49139,0.25122,0.57355,0.23093,0.22535,-1
0.20412,0.42271,0.29683,0.23512,0.57397,0.20195,0.49033,0.21607,0.25367,-1
0.15528,0.29116,0.39366,0.19492,0.4099,0.21311,0.18276,0.38641,0.22215,-1
0.26428,0.36004,0.91785,0.14258,0.49224,0.29956,0.30768,0.18799,0.34666,-1
0.14691,0.68777,0.54941,0.20562,0.40708,0.38946,0.31937,0.902,0.14536,-1
0.17413,0.22012,0.17735,0.31888,0.29629,0.15738,0.40104,0.12678,0.2493,-1
0.20827,0.24028,0.67336,0.14789,0.41948,0.19461,0.14035,0.32287,0.41213,-1
0.20415,0.21442,0.52053,0.29308,0.35674,0.19912,0.24881,0.27176,0.16082,-1
0.14494,1.35413,0.50041,0.2871,0.8293,0.70899,0.00485,0.41652,0.15015,-1
0.28498,0.56332,0.49483,0.36314,0.42914,0.50723,0.16989,0.08117,0.13691,-1
0.2578,0.87957,0.67492,0.2313,0.55034,0.45388,0.23619,0.13649,0.16818,-1
0.25688,0.26203,0.17854,0.3082,0.48129,0.1755,0.67874,0.01561,0.11702,-1
0.10498,0.62893,0.38353,0.28637,0.48726,0.38013,0.11929,0.03497,0.21799,-1
0.19503,0.91565,0.51591,0.29894,0.54895,0.49555,0.02383,0.64225,0.06827,-1
0.15357,0.41742,0.65829,0.11732,0.43647,0.35463,0.15268,0.31277,0.26111,-1
0.14526,0.78021,0.48022,0.2263,0.72373,0.47397,0.15511,0.55939,0.07111,-1
0.20377,0.3422,0.52622,0.2606,0.56276,0.22718,0.27178,0.20142,0.30728,-1
0.23125,0.17048,0.27785,0.28655,0.34381,0.15475,0.26769,0.3656,0.3602,-1
0.11577,1.64306,0.57813,0.13959,0.71299,0.76506,0.08358,0.26311,0.06781,-1
0.07734,0.46746,0.90466,0.07591,0.5049,0.21364,0.1785,0.27187,0.16129,-1
0.13989,0.32646,0.7905,0.2064,0.42648,0.20904,0.29482,0.29639,0.11199,-1
0.18432,0.17382,0.50377,0.29035,0.25437,0.18976,0.06661,0.39822,0.12754,-1
0.12669,0.53881,0.61975,0.16154,0.48402,0.30571,0.22581,0.01877,0.15914,-1
0.16473,0.28431,0.49741,0.19299,0.29812,0.20954,0.0055,0.34449,0.24543,-1
0.2189,0.1706,0.56051,0.1852,0.40379,0.20469,0.30721,0.11272,0.23617,-1
0.23709,0.82458,0.60703,0.23271,0.65132,0.48379,0.19094,0.20271,0.25721,-1
0.23734,0.3093,0.66744,0.21106,0.36015,0.28419,0.3035,0.47743,0.13059,-1
0.09494,0.12387,0.50918,0.18795,0.32949,0.18022,0.1576,0.36939,0.13302,-1
0.27389,0.77482,0.6554,0.1618,0.70069,0.42053,0.10441,0.18261,0.15483,-1
0.25937,0.47678,0.64589,0.18776,0.46116,0.35035,0.27569,0.37283,0.39382,-1
0.26328,0.89915,0.71159,0.18937,0.67397,0.62362,0.25969,0.61863,0.26612,-1
0.26072,0.60831,0.48962,0.2405,0.41062,0.31994,0.04334,0.36345,0.11101,-1
0.23245,0.33168,0.07218,0.1789,0.55912,0.22306,0.64724,0.387,0.29321,-1
0.12419,0.9679,0.49965,0.20712,0.7442,0.49239,0.00987,0.43669,0.22634,-1
0.11417,1.44821,0.57883,0.15285,0.70826,0.53174,0.12456,0.08218,0.56782,-1
0.27992,0.17598,0.06414,0.31524,0.33596,0.19309,0.42224,0.51294,0.38025,-1
0.08839,0.18652,0.49908,0.25257,0.39678,0.25081,0.00175,0.52235,0.17735,-1
0.24472,0.9632,0.58015,0.28349,0.65697,0.46071,0.1307,0.17245,0.1486,-1
0.12937,0.37824,0.14666,0.30541,0.44097,0.21076,0.29849,0.2493,0.43097,-1
0.28056,0.08201,0.82212,0.16132,0.24805,0.10963,0.29071,0.75244,0.52991,-1
0.10585,0.28361,0.88065,0.08073,0.31244,0.22354,0.11193,0.24693,0.36025,-1
0.23622,0.74569,0.16358,0.24318,0.7152,0.31281,0.59938,0.17027,0.11463,-1
0.14135,0.91924,0.49794,0.35537,0.71981,0.37457,0.22356,0.16889,0.35706,-1
0.16534,0.06867,0.6109,0.19036,0.06619,0.36116,0.09684,0.80694,0.38386,-1
0.33465,1.0943,0.13429,0.32059,0.73818,0.82988,0.44227,0.73241,0.11808,-1
0.22711,0.10929,0.23206,0.17857,0.29884,0.12655,0.53935,0.18572,0.1158,-1
0.27571,0.13442,0.05299,0.28936,0.32991,0.14494,0.89295,0.78712,0.22272,-1
0.13208,0.77234,0.64568,0.08767,0.53333,0.39957,0.0713,0.11831,0.31767,-1
0.07054,0.44044,0.62362,0.0906,0.46963,0.281,0.07146,0.19257,0.08844,-1
0.15691,0.72234,0.58151,0.14383,0.63697,0.41904,0.07288,0.57252,0.29991,-1
0.16136,0.5447,0.56092,0.26731,0.6351,0.25981,0.37468,0.21139,0.24893,-1
0.30166,0.46418,0.45767,0.31391,0.59452,0.30499,0.32915,0.17276,0.0683,-1
0.20199,0.38595,0.55248,0.20226,0.43205,0.20978,0.65855,0.58789,0.56957,-1
0.1741,0.82872,0.797,0.13241,0.47323,0.67499,0.07697,0.08111,0.06114,-1
0.37339,0.4871,0.89028,0.29639,0.61495,0.37885,0.8838,0.54804,0.28079,-1
0.10678,0.79565,0.43,0.34434,0.66213,0.45189,0.0354,0.29026,0.20812,-1
0.19534,0.1516,0.32949,0.30331,0.42381,0.15424,0.38984,0.23722,0.16748,-1
0.24972,0.2417,0.28542,0.18943,0.47726,0.15893,0.80244,0.14433,0.56425,-1
0.22426,0.90358,0.58584,0.23588,0.54711,0.45266,0.41502,0.68283,0.52538,-1
0.11329,0.32948,0.08423,0.21238,0.49997,0.26438,0.18597,0.42777,0.34632,-1
0.14864,0.40877,0.49168,0.20881,0.40526,0.21546,0.12527,0.29441,0.20277,-1
0.23363,0.33896,0.0507,0.28713,0.49453,0.20298,0.86822,0.40768,0.24683,-1
0.16075,0.37661,0.56402,0.29531,0.44973,0.3379,0.12886,0.09474,0.91933,-1
0.16269,0.9515,0.54319,0.15977,0.61255,0.34066,0.06084,0.25539,0.23433,-1
0.13022,0.62393,0.41505,0.32237,0.52815,0.46753,0.05368,0.12828,0.03753,-1
0.10959,0.45515,0.49204,0.19007,0.59393,0.50718,0.01032,0.83896,0.33631,-1
0.20951,1.07875,0.34943,0.22935,0.77191,0.41939,0.24901,0.1045,0.13175,-1
0.18078,0.35371,0.55644,0.31605,0.30998,0.45521,0.11947,0.72551,0.1365,-1
0.14299,0.4803,0.52076,0.27896,0.45691,0.2736,0.26551,0.40204,0.12747,-1
0.13597,0.19405,0.40443,0.29184,0.49649,0.12762,0.19703,0.25232,0.17485,-1
0.18276,0.1263,0.44426,0.2589,0.26887,0.25308,0.04594,0.4756,0.06516,-1
0.26749,1.0382,0.87623,0.19259,0.76282,0.39312,0.91946,0.32735,0.20484,-1
0.2826,0.22454,0.335,0.23117,0.5043,0.18074,0.67328,0.33538,0.48545,-1
0.10723,0.365,0.49177,0.31312,0.29925,0.30674,0.12776,0.35039,0.44129,-1
0.13124,0.23472,0.77522,0.20746,0.25736,0.25818,0.2268,0.63759,0.0551,-1
0.26395,0.25386,0.04998,0.21204,0.44172,0.15975,0.95924,0.22081,0.23819,-1
0.07802,0.08514,0.70699,0.07764,0.13186,0.10593,0.22142,0.05123,0.44278,-1
0.35678,0.08105,0.14495,0.29736,0.20564,0.10965,0.6951,0.17918,0.31007,-1
0.12802,0.40068,0.42864,0.20708,0.61537,0.28486,0.19557,0.33091,0.24646,-1
0.21918,0.27735,0.67731,0.2109,0.2922,0.27658,0.12866,0.43548,0.23441,-1
0.15962,0.28772,0.49676,0.29258,0.52053,0.20997,0.25397,0.35564,0.20486,-1
0.13299,0.35397,0.51515,0.24586,0.41878,0.36565,0.0427,0.13293,0.08872,-1
0.08299,0.4828,0.48469,0.11004,0.51992,0.30656,0.08456,0.30981,0.33002,-1
0.31292,1.70503,0.07033,0.33137,0.82231,0.49772,0.69825,0.08706,0.22938,-1
0.19942,0.74778,0.63514,0.1879,0.5062,0.52794,0.12359,0.16755,0.16881,-1
0.14055,0.43344,0.44285,0.21361,0.57182,0.27212,0.08992,0.45074,0.21399,-1
0.11846,0.27028,0.47557,0.17837,0.50269,0.18034,0.27468,0.07618,0.06277,-1
0.10926,0.37367,0.48505,0.3116,0.48417,0.33646,0.04085,0.60132,0.06245,-1
0.21995,0.47979,0.05202,0.23692,0.59836,0.30167,0.65486,0.66543,0.28189,-1
0.11749,0.24105,0.65888,0.13089,0.40392,0.20465,0.27415,0.42638,0.33973,-1
0.19292,0.16036,0.42633,0.30792,0.20356,0.18933,0.10616,0.5177,0.09779,-1
0.186,0.23018,0.44563,0.31769,0.32663,0.1677,0.01675,0.4089,0.30344,-1
0.12587,0.35436,0.22058,0.19705,0.46029,0.21053,0.24389,0.15143,0.44992,-1
0.11436,0.36349,0.46954,0.17053,0.50028,0.2296,0.34139,0.7631,0.13858,-1
0.13594,0.47427,0.50352,0.19116,0.43781,0.44627,0.002,0.10596,0.44153,-1
0.06637,0.39377,0.8659,0.04012,0.50403,0.27191,0.10734,0.59491,0.04273,-1
0.23317,0.80234,0.50119,0.28583,0.4201,0.36474,0.00342,0.34169,0.34907,-1
